,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
3869,3869,3869,Kasperl/Eberl_Mandolettikraemer.csv,!,284,285,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3870,3870,3870,Kasperl/Eberl_Mandolettikraemer.csv,"
       Du Schatzerl was macht denn die Jungfer Muhme?",0,54,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1085.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3871,3871,3871,Kasperl/Eberl_Mandolettikraemer.csv,"
       Still – still sey – ich bitt dich gar schön – ich seh schon, daß ich geprellt bin –",0,91,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1086.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
3872,3872,3872,Kasperl/Eberl_Mandolettikraemer.csv,"
       die Jungfer Mahm ist fort – mach dir keinen Kummer mehr!",0,64,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1086.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
3873,3873,3873,Kasperl/Eberl_Mandolettikraemer.csv,–,65,66,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1086.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3874,3874,3874,Kasperl/Eberl_Mandolettikraemer.csv,"
       Siehst du, so gehts mit solchen Negozien wie du mit mir machen wolltest – kömmt nichts heraus, da nimm dein Weib, und bleib hübsch bey einem Gewerb – und nun meine liebe Amalia laß mich noch einmal hier meine feurigste Schwüre besiegeln!",0,245,character_speech,3,10,,"
       BARON.
      ",#baron,1087.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3875,3875,3875,Kasperl/Eberl_Mandolettikraemer.csv,"
       Mit diesem klopfenden Herzen!!",0,38,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3876,3876,3876,Kasperl/Eberl_Mandolettikraemer.csv,–,39,40,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3877,3877,3877,Kasperl/Eberl_Mandolettikraemer.csv,"
       Hr.",0,11,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3878,3878,3878,Kasperl/Eberl_Mandolettikraemer.csv,Buchwald.,12,21,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3879,3879,3879,Kasperl/Eberl_Mandolettikraemer.csv,Ja!,22,25,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3880,3880,3880,Kasperl/Eberl_Mandolettikraemer.csv,ja wir Herrn Ehemänner sollten uns billig zum Wahlspruch nehmen.,26,90,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3881,3881,3881,Kasperl/Eberl_Mandolettikraemer.csv,Jeder bleib ey seiner Portion!,91,121,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3882,3882,3882,Kasperl/Eberl_Mandolettikraemer.csv,–,122,123,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1088.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3883,3883,3883,Kasperl/Eberl_Mandolettikraemer.csv,"
       Nun itzt da steh’n wir, und schauen einander an!",0,56,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1089.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3884,3884,3884,Kasperl/Eberl_Mandolettikraemer.csv,– Weib!,57,64,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1089.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3885,3885,3885,Kasperl/Eberl_Mandolettikraemer.csv,"–Weib, wenn mir so ein Streich noch einmal passiert, so will ich mein Mandolettigewerb aufgeben, und ein gekrönter Poet werden.",65,192,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1089.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3886,3886,3886,Kasperl/Eberl_Mandolettikraemer.csv,"
       jz",0,10,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1089.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3887,3887,3887,Kasperl/Eberl_Mandolettikraemer.csv,"
      Ende des Lustspiels.",0,27,stage_direction,3,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
