,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
367,CATMA_CB6A0A02-4AA4-46CA-AB52-6CE14237495E,CATMA_A10D3253-D4F3-4DD7-AA56-A787E2612ACB,Explizite_Source:_Experiencer,source,Experiencer,explicit,caraffa,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,43078,43081,ER,MALE
368,CATMA_A10D3253-D4F3-4DD7-AA56-A787E2612ACB,,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,"Ach ich habe doch um GOttes Willen gebeten / sie möchten eines bessern Außganges erwarten / und in wehrender Zeit dergleichen unverantwortliche Beginnen unterlassen.
",25,43074,43240,ER,Nicht-Charakter
369,CATMA_CA47BDEC-97E1-4CD0-BFD9-C93CE98FA9DC_0,CATMA_A45F8BAD-972C-4AB0-8D2B-0B1A5E2A2726,Explizites_Target:_Charakter,target,Charakter,explicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,der Vice-Roy ,2,43262,43275,ER,MALE
370,CATMA_A45F8BAD-972C-4AB0-8D2B-0B1A5E2A2726,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,formaggio,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Warum ist der Vice-Roy so langsam / und warum thut er uns den Possen / daß er nicht bey uns bleiben wil / so müssen wir ihm doch weisen / daß wir in diesem Lande auch was zu befehlen haben,40,43252,43440,ER,MALE
371,CATMA_4748C4DA-4173-4E10-B9D5-6769F9C6D84F,CATMA_9578E1A8-3169-4BA7-986B-3882B5232D27,Explizite_Source:_Experiencer,source,Experiencer,explicit,formaggio,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,43447,43450,ER,MALE
372,CATMA_40DC0EE5-0DE0-4608-88C5-0E51804BBC28,CATMA_9578E1A8-3169-4BA7-986B-3882B5232D27,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude," das Feuer von dem schönen Hause / wird sich treflich schön PRAESENTiren.
",13,43476,43550,ER,Nicht-Charakter
373,CATMA_DC726930-01CF-44AC-8FC9-7963591B7A06,CATMA_8374F79D-2DC6-4B17-95C1-5CB4B7D35393,Explizites_Target:_Charakter,target,Charakter,explicit,caraffa,single,negativ,negativ,Emotionen des Leids,Leid, ihre ExcELLENtz,2,43766,43782,ER,MALE
374,CATMA_8374F79D-2DC6-4B17-95C1-5CB4B7D35393,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ristaldi,single,negativ,negativ,Emotionen des Leids,Leid,"Dieser Weg wird vor ihre ExcELLENtz der sicherste seyn / die Stadt befindet sich in der höchsten Gefahr.
",19,43747,43852,ER,MALE
375,CATMA_6FF31D94-E44D-4728-BC92-57B5E2B86775,CATMA_69222C11-C87C-4B6C-AADF-FC305FEE604B,Explizite_Source:_Experiencer,source,Experiencer,explicit,caraffa,single,negativ,negativ,Emotionen der Ablehnung,Abscheu, ich,1,43881,43885,ER,MALE
376,CATMA_E37A7C0F-2B64-475E-9E06-276DA1EDA72C_0,CATMA_69222C11-C87C-4B6C-AADF-FC305FEE604B,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dem jenige,2,43894,43904,ER,UNKNOWN
377,CATMA_68E6AAE3-A3CA-46B4-A9E2-78CBE0A808EF,CATMA_53365AC6-933D-43F4-B466-38DDC12F2A03,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,Die Tugend pflegt zu verderben,5,44347,44377,ER,Nicht-Charakter
378,CATMA_53365AC6-933D-43F4-B466-38DDC12F2A03,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,caraffa,single,negativ,negativ,Emotionen des Leids,Leid,Die Tugend pflegt zu verderben / wenn siekeiner Versuchung unterworffen ist,11,44347,44422,ER,MALE
379,CATMA_DB258CDE-6D3E-4C23-9F6E-6E3610CF4A23_0,CATMA_A5E9D768-7B20-4D45-86AD-B47C130644EB,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,demselben,1,44434,44443,ER,UNKNOWN
380,CATMA_A5E9D768-7B20-4D45-86AD-B47C130644EB,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,caraffa,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,doch wehe demselben / der uns itzo versuchen wil. ,10,44424,44474,ER,MALE
381,CATMA_61F63F66-E390-4930-B69A-E006C24FC984,CATMA_ABE81E3D-1EBA-40C2-A07C-9A1A66B75B4B,Explizites_Target:_Charakter,target,Charakter,explicit,caraffa,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,hre ExcELLENtz,2,44516,44530,ER,MALE
382,CATMA_ABE81E3D-1EBA-40C2-A07C-9A1A66B75B4B,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ristaldi,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Ihre ExcELLENtz haben zu befehlen.
",6,44515,44550,ER,MALE
383,CATMA_1E636E94-F89D-4F08-ABE8-917B75749814,CATMA_6D9E6ABC-D024-43E6-98CC-FE683D9B1D1F,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,"vor das jenige büssen / was die Weltlichen Personen gesündiget haben.
",12,44742,44812,ER,Nicht-Charakter
384,CATMA_6D9E6ABC-D024-43E6-98CC-FE683D9B1D1F,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,negativ,negativ,Emotionen des Leids,Leid,"Also müssen wir in unserm Kloster vor das jenige büssen / was die Weltlichen Personen gesündiget haben.
",18,44708,44812,ER,MALE
385,CATMA_D5C5A0C1-F910-47F8-A11A-4D34B7398840,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,francesco,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,44926,44929,ER,MALE
386,CATMA_2717121E-1DA3-4652-AB32-D23B18958E12,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizite_Source:_Experiencer,source,Experiencer,explicit,unbekannt,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,der Pöbel ,2,44942,44952,ER,UNKNOWN
387,CATMA_2717121E-1DA3-4652-AB32-D23B18958E12,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,der Pöbel ,2,44942,44952,ER,unpersönlich
388,CATMA_12022DFB-F70D-47DC-8764-A2AA263C3ED0_0,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizites_Target:_Charakter,target,Charakter,explicit,bonavita,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,uns,1,44959,44962,ER,MALE
389,CATMA_12022DFB-F70D-47DC-8764-A2AA263C3ED0_0,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizites_Target:_Charakter,target,Charakter,explicit,domenico,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,uns,1,44959,44962,ER,MALE
390,CATMA_12022DFB-F70D-47DC-8764-A2AA263C3ED0_0,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizites_Target:_Charakter,target,Charakter,explicit,francesco,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,uns,1,44959,44962,ER,MALE
391,CATMA_12022DFB-F70D-47DC-8764-A2AA263C3ED0_0,CATMA_93E33D9C-77BA-4281-A2D7-7EB937F5FF22,Explizites_Target:_Charakter,target,Charakter,explicit,xaverio,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,uns,1,44959,44962,ER,MALE
392,CATMA_797C5493-A7FF-4C96-8D6D-55846C8E680D,CATMA_BC325073-40A6-48C7-B30F-9D0BD05A550E,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,group,negativ,negativ,Emotionen der Angst,Angst,der Pöbel ,2,44942,44952,ER,UNKNOWN
393,CATMA_797C5493-A7FF-4C96-8D6D-55846C8E680D,CATMA_BC325073-40A6-48C7-B30F-9D0BD05A550E,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,group,negativ,negativ,Emotionen der Angst,Angst,der Pöbel ,2,44942,44952,ER,unpersönlich
394,CATMA_7BA18B11-C22F-4151-A989-032B0698FB96,CATMA_07D671CA-EB3E-4FE2-B66E-1B7A7363C698,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,"Oder das Kloster wird uns über den Halß an gestecket / daß wir die Bezahlung an keinen Orte verwahren können.
",21,45042,45152,ER,Nicht-Charakter
395,CATMA_07D671CA-EB3E-4FE2-B66E-1B7A7363C698,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,domenico,single,negativ,negativ,Emotionen der Angst,Angst,"Oder das Kloster wird uns über den Halß an gestecket / daß wir die Bezahlung an keinen Orte verwahren können.
",21,45042,45152,ER,MALE
396,CATMA_3E73D8E9-2DC0-48CB-9E5B-91B38C77E606,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Was wollen wir thun? der Vice-Roy sucht seine Zuflucht bey uns / vielleicht wird er etwas gutes OPERiren / nachdem er mit dem Volcke aus dem Fenster geredet hat.
",31,45163,45325,ER,MALE
397,CATMA_FF51CF2D-4AB9-428C-82F3-20F05BA9C486_0,CATMA_2B9A2E89-19D3-427C-A9A7-1DACF8C7DAAA,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,xaverio,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,45406,45409,ER,MALE
398,CATMA_1F88684E-A8CC-47B0-8106-7CAF150867ED,CATMA_2B9A2E89-19D3-427C-A9A7-1DACF8C7DAAA,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ein Bürge,2,45410,45419,ER,unpersönlich
399,CATMA_B1576064-8358-4B39-A29B-C304C983E027,CATMA_2B9A2E89-19D3-427C-A9A7-1DACF8C7DAAA,Explizites_Target:_Charakter,target,Charakter,explicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dem Vice-Roy ,2,45442,45455,ER,MALE
400,CATMA_49534D8E-709C-4327-BB58-D4F21CA8DC15,CATMA_B3F6316A-A2C1-48A1-BB5E-C31051CD165E,Explizites_Target:_Charakter,target,Charakter,explicit,bonavita,group,positiv,positiv,Emotionen der Freude,Freude," ihr Herren Patres,",4,45634,45653,ER,MALE
401,CATMA_49534D8E-709C-4327-BB58-D4F21CA8DC15,CATMA_B3F6316A-A2C1-48A1-BB5E-C31051CD165E,Explizites_Target:_Charakter,target,Charakter,explicit,domenico,group,positiv,positiv,Emotionen der Freude,Freude," ihr Herren Patres,",4,45634,45653,ER,MALE
402,CATMA_49534D8E-709C-4327-BB58-D4F21CA8DC15,CATMA_B3F6316A-A2C1-48A1-BB5E-C31051CD165E,Explizites_Target:_Charakter,target,Charakter,explicit,xaverio,group,positiv,positiv,Emotionen der Freude,Freude," ihr Herren Patres,",4,45634,45653,ER,MALE
403,CATMA_7273EE98-B54B-467D-BA75-1CF54AB65196,CATMA_B3F6316A-A2C1-48A1-BB5E-C31051CD165E,Explizite_Source:_Experiencer,source,Experiencer,explicit,roderigo,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,45654,45657,ER,MALE
404,CATMA_88E3EB49-9B98-48C9-BF65-0EF9B96EDA49_0,CATMA_19150A4A-FA4E-4B6B-B3FA-070E7D556E44,Explizites_Target:_Charakter,target,Charakter,explicit,roderigo,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ihre ExcELLENtz,2,45740,45755,ER,MALE
405,CATMA_19150A4A-FA4E-4B6B-B3FA-070E7D556E44,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Es wäre zu wünschen / daß ihre ExcELLENtz sich an diesem Orte wohl befinden möchte ,15,45714,45797,ER,MALE
406,CATMA_75FCD4A8-BF82-4B87-8863-88824A14F67A,CATMA_4C80ADB8-B8CB-4743-BA8D-6ADC840663EE,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst," wenn der rasende Pöbel dem Vice-Roy das Messer an die Gurgel setzet.
",13,46212,46282,ER,Nicht-Charakter
407,CATMA_4C80ADB8-B8CB-4743-BA8D-6ADC840663EE,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,philomarini,single,negativ,negativ,Emotionen der Angst,Angst,"Aber die Consequens scheinet noch gefährlicher / wenn der rasende Pöbel dem Vice-Roy das Messer an die Gurgel setzet.
",20,46164,46282,ER,MALE
408,CATMA_564EB404-F8E5-4812-AAF9-344A32068D7C,CATMA_FD5D42B9-241E-4AEC-89FF-37F2D15A25FB,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Das Volck,2,46293,46302,ER,unpersönlich
409,CATMA_6340E58C-6A00-4F4B-9E58-19A6834ADF1A,CATMA_FD5D42B9-241E-4AEC-89FF-37F2D15A25FB,Explizites_Target:_Charakter,target,Charakter,explicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,46307,46311,ER,MALE
410,CATMA_3D153040-1875-4FE1-84D0-F9A5ADFB4C8D,CATMA_FD5D42B9-241E-4AEC-89FF-37F2D15A25FB,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,46307,46311,ER,MALE
411,CATMA_52BB28B0-7492-498D-9C5D-200AA6BF5FB8_0,CATMA_B6583682-C86C-4A45-80EC-270B30BCDA1E,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,46330,46333,ER,MALE
412,CATMA_F9CC14A9-04FD-456D-B439-E449B984E695_0,CATMA_B6583682-C86C-4A45-80EC-270B30BCDA1E,Explizites_Target:_Charakter,target,Charakter,explicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,46330,46333,ER,MALE
413,CATMA_340306FE-61BF-47A7-837B-083F4B04C8F6,CATMA_B6583682-C86C-4A45-80EC-270B30BCDA1E,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,den Adel ,2,46334,46343,ER,unpersönlich
414,CATMA_DE9D141B-A592-4B72-937D-2F0DEB08A0B7,CATMA_88FEFD36-5FA4-46F7-B29F-9D96ECCF7F5A,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,"wenn ich den Adel durch den Revers wieder mich errege so bin ich in gedoppelter Gefahr.
",17,46325,46413,ER,Nicht-Charakter
415,CATMA_5CDBCC73-DF51-4175-9EFB-DA3ED3B04155_0,CATMA_88FEFD36-5FA4-46F7-B29F-9D96ECCF7F5A,Explizite_Source:_Experiencer,source,Experiencer,explicit,roderigo,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,46330,46333,ER,MALE
416,CATMA_59FE40E0-9763-4939-952D-720C439A10AC,CATMA_BE4247D8-2BB8-46AC-B6BD-D9F55C599CD6,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Der Adel,2,46427,46435,ER,unpersönlich
417,CATMA_BE4247D8-2BB8-46AC-B6BD-D9F55C599CD6,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,philomarini,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Der Adel wird der Sache nicht zu wider seyn,9,46427,46470,ER,MALE
418,CATMA_BE4247D8-2BB8-46AC-B6BD-D9F55C599CD6,,Gemeintes_Target:_Charakter,target,Charakter,implicit,roderigo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Der Adel wird der Sache nicht zu wider seyn,9,46427,46470,ER,MALE
419,CATMA_5779B1A4-DF88-445E-9E11-CA715D9CF966,CATMA_335CD804-1053-4F3C-BDB2-E3FCF907A143,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst, so werden ihre Häuser schändlich zustört,6,46502,46543,ER,Nicht-Charakter
420,CATMA_335CD804-1053-4F3C-BDB2-E3FCF907A143,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,unpersönlich,single,negativ,negativ,Emotionen der Angst,Angst,"denn wo dieses nicht erfolgt / so werden ihre Häuser schändlich zustört.
",13,46472,46545,ER,unpersönlich
421,CATMA_335CD804-1053-4F3C-BDB2-E3FCF907A143,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,philomarini,single,negativ,negativ,Emotionen der Angst,Angst,"denn wo dieses nicht erfolgt / so werden ihre Häuser schändlich zustört.
",13,46472,46545,ER,MALE
422,CATMA_1DF5E12C-6244-4C5A-9A5F-8A598F216C4F,CATMA_E27415C3-9C5E-4ED5-B718-481DEC205920,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,"man soll nachgeben.
",4,46570,46590,ER,Nicht-Charakter
423,CATMA_E27415C3-9C5E-4ED5-B718-481DEC205920,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,roderigo,single,negativ,negativ,Emotionen des Leids,Leid,"Es thut weh / man soll nachgeben.
",8,46556,46590,ER,MALE
424,CATMA_6AB5CEAA-BE56-4CA3-9865-0C1296804E36,CATMA_79845258-2416-4586-B472-2C15456491E6,Explizites_Target:_Charakter,target,Charakter,explicit,philomarini,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Ihr Eminenz,2,46880,46891,ER,MALE
425,CATMA_79845258-2416-4586-B472-2C15456491E6,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,philomarini,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Wohlan Ihr Eminenz sollen den Revers haben,7,46873,46915,ER,MALE
426,CATMA_010CB400-BF4B-443F-B05B-C9FA31A80DDF_0,CATMA_3D4FC66D-6113-4877-8071-F6F90BBB3619,Explizites_Target:_Charakter,target,Charakter,explicit,philomarini,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Euer Eminenz ,2,47225,47238,ER,MALE
427,CATMA_3D4FC66D-6113-4877-8071-F6F90BBB3619,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,roderigo,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Euer Eminenz haben Autorität genung / das Volck zu besänftigen; sie werden auch den Ruhm haben / daß sie als ein Erhalter des Estaats bey ihrer Königlichen Majestät gepriesen werden.
",32,47225,47408,ER,MALE
428,CATMA_26303598-A1E7-40A1-930B-676D95324884,CATMA_0A9F5C23-0C7A-449A-B844-8B52981BF2D3,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,So wären wir gleichwohl des vornehmen Gastes loß.,9,47456,47505,ER,Nicht-Charakter
429,CATMA_0A9F5C23-0C7A-449A-B844-8B52981BF2D3,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,"So wären wir gleichwohl des vornehmen Gastes loß.
",9,47456,47506,ER,MALE
430,CATMA_3F0FFD94-9177-43A5-9D07-05BC12150D0C,CATMA_1D9CAFE9-3688-4A61-B9D8-E9BA9D35D746,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sie,1,47641,47644,ER,unpersönlich
431,CATMA_1D9CAFE9-3688-4A61-B9D8-E9BA9D35D746,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,francesco,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Wenn wir selbst ausreissen / so mögen sie in unsre Zellen kriechen.
",13,47603,47671,ER,MALE
432,CATMA_14FFD8FF-96EB-46B4-BC8A-EF8F50D2A606_0,CATMA_EDA9E55C-E9FB-44CC-8BAF-7AE06CEB44CC,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid, das Kloster stehet in Gefahr ,5,48012,48042,ER,Nicht-Charakter
433,CATMA_EDA9E55C-E9FB-44CC-8BAF-7AE06CEB44CC,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,carolo,single,negativ,negativ,Emotionen des Leids,Leid,"Ihr Herren Patres, was sollen wir nun anfangen ? das Kloster stehet in Gefahr / die Kirche ist eröffnet / der Pöbel möcht etwas weiter greiffen und seine Gewalt an unschuldigen Personen mißbrauchen: i",36,47964,48164,ER,MALE
434,CATMA_CD299480-B741-4C58-A3F0-B5E4EECCF07C,CATMA_243DE225-37B7-4519-AC0F-8167F35A702C,Explizite_Source:_Experiencer,source,Experiencer,explicit,carolo,single,negativ,negativ,Emotionen des Leids,Mitleid,ich,1,48163,48166,ER,MALE
435,CATMA_BE195EA6-9DEC-467E-9EB4-CEC4A5C64AE6,CATMA_243DE225-37B7-4519-AC0F-8167F35A702C,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen des Leids,Mitleid,dieses Frauen-Zimmer,2,48299,48319,ER,UNKNOWN
436,CATMA_A60A15BA-7049-48C0-B3B5-5160466AB31D,CATMA_9CCFB104-5495-4127-8DB0-5F0773C63439,Explizite_Source:_Experiencer,source,Experiencer,explicit,carolo,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Ich,1,48360,48363,ER,MALE
437,CATMA_54FB5CB8-C6C8-47E6-9229-DD3BA07F3429,CATMA_9CCFB104-5495-4127-8DB0-5F0773C63439,Explizites_Target:_Charakter,target,Charakter,explicit,roderigo,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,dem Vice-Roy,2,48370,48382,ER,MALE
438,CATMA_DB135609-71AE-4BB9-AE98-7D9C6719079E,CATMA_9705A1F7-0BA6-4C7A-B07E-D52E8DC5830A,Explizites_Target:_Charakter,target,Charakter,explicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,sie,1,48752,48755,ER,MALE
439,CATMA_9705A1F7-0BA6-4C7A-B07E-D52E8DC5830A,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,unbekannt,single,positiv,positiv,Emotionen der Freude,Freude,"wo ll en sie die Eintheilung machen / daß ein jedweder eine Perso n beherbergen kan / so wird es gewißlich mit hohem Dancke jederzeit verschuldet werden.
",28,48743,48897,ER,UNKNOWN
440,CATMA_9705A1F7-0BA6-4C7A-B07E-D52E8DC5830A,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,carolo,single,positiv,positiv,Emotionen der Freude,Freude,"wo ll en sie die Eintheilung machen / daß ein jedweder eine Perso n beherbergen kan / so wird es gewißlich mit hohem Dancke jederzeit verschuldet werden.
",28,48743,48897,ER,MALE
441,CATMA_F12D8096-B150-4FA5-B113-98660841EF70_0,CATMA_9908784F-571C-4534-B47D-3A2AE6F2952A,Explizite_Source:_Experiencer,source,Experiencer,explicit,flavia,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ich,1,49794,49797,ER,FEMALE
442,CATMA_FFDD65BE-884C-4988-8DE3-2AFB3F2D9F91_0,CATMA_9908784F-571C-4534-B47D-3A2AE6F2952A,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,den schändlichen Graubärtigen Kerl nicht etwan anbefohlen würde,8,49802,49865,ER,Nicht-Charakter
443,CATMA_70CAC44A-40C4-47FA-AC3A-28F817340313,CATMA_6064B700-6C76-459C-9F21-293B0A5BA538,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,alles,1,49996,50001,ER,Nicht-Charakter
444,CATMA_6064B700-6C76-459C-9F21-293B0A5BA538,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,marina,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Schwestrichen / die Noth muß alles entschuldigen ,7,49967,50016,ER,FEMALE
445,CATMA_9D31044B-14F3-4FCA-A9B9-4E44027E2D7D_0,CATMA_9F074FD7-5203-4F17-BFA6-6596E9ED4CA4,Explizites_Target:_Charakter,target,Charakter,explicit,flavia,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,dich,1,50108,50112,ER,FEMALE
446,CATMA_9F074FD7-5203-4F17-BFA6-6596E9ED4CA4,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,marina,single,positiv,positiv,Emotionen der Zuneigung,Verehrung," und wer weiß was vor Heiligkeit auß seinem heiligen Knister-Baite heraus steigt / daß wir dich hernach als eine Heilige Person anbeten müssen.

",24,50017,50162,ER,FEMALE
447,CATMA_5F8A25E1-D154-46DA-9446-557400DC9172,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bianca,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Die Zeit ist nicht darnach / daß wir schertzen.
",10,50170,50218,ER,FEMALE
448,CATMA_5F8A25E1-D154-46DA-9446-557400DC9172,,Gemeintes_Target:_Charakter,target,Charakter,implicit,marina,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Die Zeit ist nicht darnach / daß wir schertzen.
",10,50170,50218,ER,FEMALE
449,CATMA_50AF1222-3C84-4CE3-8402-E85255F6567C_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,flavia,single,negativ,negativ,Emotionen der Angst,Angst,Ach! wer weiß / schlagen uns die Soldaten nicht in den Zellen zu ,14,50309,50374,ER,FEMALE
450,CATMA_50AF1222-3C84-4CE3-8402-E85255F6567C_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,flavia,single,negativ,negativ,Emotionen der Angst,Angst,"ode!
",2,50375,50380,ER,FEMALE
451,CATMA_7ABE3F7A-E7E2-4147-BF55-D660017B8613,CATMA_964326CA-7C5D-4ABD-BFE1-6567E5BB3EAA,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,"so führen wir mit den Geistlichen Herren in Himmel / und müsten sie vielleicht in Ewigkeit neben uns sitzen lassen.
",21,50415,50531,ER,Nicht-Charakter
452,CATMA_964326CA-7C5D-4ABD-BFE1-6567E5BB3EAA,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,"Es wäre gewiß ein Possen: so führen wir mit den Geistlichen Herren in Himmel / und müsten sie vielleicht in Ewigkeit neben uns sitzen lassen.
",27,50389,50531,ER,FEMALE
453,CATMA_09398EE7-DB48-42F9-80CB-4714C99F7B55_0,CATMA_D192C16E-C197-4D94-8369-45811F5B913D,Explizites_Target:_Charakter,target,Charakter,explicit,marina,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Schwestrichen,1,50540,50553,ER,FEMALE
