,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
638,CATMA_22B84061-E47B-472D-9860-58588DF03903_0,CATMA_06356244-DAFB-4317-90B9-858B9215961D,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich ,1,56674,56678,LSch,FEMALE
639,CATMA_405B6710-39A4-4D5E-A518-1B07D9B80782,CATMA_06356244-DAFB-4317-90B9-858B9215961D,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ihn ,1,56684,56688,LSch,MALE
640,CATMA_E4DF3EA6-848A-453D-A474-36F0D6170B9F,CATMA_06356244-DAFB-4317-90B9-858B9215961D,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,keinen einzigen Menschen,3,56704,56728,LSch,UNKNOWN
641,CATMA_6B1425C9-4EF1-4C00-875D-85B9EE679D29_0,CATMA_45B30789-7B56-4766-A4DE-D72BEDFCC580,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ich ,1,56742,56746,LSch,FEMALE
642,CATMA_036A0805-0F0F-4415-AE41-FAF0EFE77279,CATMA_45B30789-7B56-4766-A4DE-D72BEDFCC580,Explizites_Target:_Charakter,target,Charakter,explicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,desjenigen Mannes,2,56778,56795,LSch,MALE
643,CATMA_137E6BF6-D752-4318-B846-77245B62320B,CATMA_AE8ABF8F-5CF7-49CC-8A17-2ACF374A1F69,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"die
              Tochter",2,56752,56777,LSch,FEMALE
644,CATMA_D32A1F6D-C24C-4BA7-8E45-40F6EC27000D,CATMA_AE8ABF8F-5CF7-49CC-8A17-2ACF374A1F69,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Liebe,desjenigen Mannes,2,56778,56795,LSch,MALE
645,CATMA_ADB2916B-8854-44B2-9680-B8D53B355B7F,CATMA_AE8ABF8F-5CF7-49CC-8A17-2ACF374A1F69,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,positiv,positiv,Emotionen der Zuneigung,Liebe,alle Menschen,2,56809,56822,LSch,UNKNOWN
646,CATMA_162775EE-246F-4BA4-A5A1-1C4E9E78310A,CATMA_34C90D9A-2321-434D-BF2C-446E8ABAD1CD,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,56973,56976,LSch,MALE
647,CATMA_98EF8C48-EE08-4AFC-86B6-473DEE8A94A4,CATMA_34C90D9A-2321-434D-BF2C-446E8ABAD1CD,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Karln ,1,57035,57041,LSch,MALE
648,CATMA_2D2C7814-19C7-4F27-B540-6D5D388E77BB,CATMA_34C90D9A-2321-434D-BF2C-446E8ABAD1CD,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Amaliens ,1,57044,57053,LSch,FEMALE
649,CATMA_BCDF23EE-2903-467C-BC6A-65896E3AEB88_0,CATMA_0F3FEEBF-3B10-4051-8979-D717A0200FDD,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich ,1,57306,57310,LSch,FEMALE
650,CATMA_3370085F-4996-4B37-A0F5-34160A9E214A,CATMA_B0BC297A-2F8A-4797-9A76-69E5830E66B8,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Meine Amalie errötet,3,57506,57526,LSch,Nicht-Charakter
651,CATMA_DCDEF69E-0758-4204-B988-A4AC1525C529,CATMA_B0BC297A-2F8A-4797-9A76-69E5830E66B8,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,positiv,positiv,Emotionen der Freude,Freude,Ich ,1,57528,57532,LSch,MALE
652,CATMA_46A6A10A-7807-498E-AF99-AEB5AFA21943_0,CATMA_773BC49F-807D-4D33-9932-CA6AC133A57C,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Karl ,1,57926,57931,LSch,MALE
653,CATMA_5A30EDAC-D6D0-4C73-8594-26E91F2F2BEF_0,CATMA_773BC49F-807D-4D33-9932-CA6AC133A57C,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ich ,1,58077,58081,LSch,FEMALE
654,CATMA_4F8808F4-C2B0-45D1-858A-FC5FCF89C7DA_0,CATMA_6FEE6FE9-8F39-4CD1-9891-40B244035FFA,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir,1,58718,58721,LSch,FEMALE
655,CATMA_20529758-0A06-445C-A0E9-98508D7C9D46,CATMA_47847593-C533-49DC-A498-160C739ABF0C,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,"Dunkelheit,",2,58901,58912,LSch,Nicht-Charakter
656,CATMA_49E231C6-9E2B-40D9-90DA-46DCC516E308,CATMA_47847593-C533-49DC-A498-160C739ABF0C,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,meine Tochter,2,58913,58926,LSch,FEMALE
657,CATMA_47847593-C533-49DC-A498-160C739ABF0C,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,negativ,negativ,Emotionen des Leids,Leid,"Was für Dunkelheit, meine Tochter!",7,58893,58927,LSch,MALE
658,CATMA_84851743-0214-4A3B-839F-1C14960D0FE8,CATMA_33AE30F6-577F-4A12-8756-8A2F2E036B01,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich ,1,59028,59032,LSch,FEMALE
659,CATMA_3EF74D0D-1A7B-4E46-82F3-AC5431582235,CATMA_33AE30F6-577F-4A12-8756-8A2F2E036B01,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie ,1,59038,59042,LSch,MALE
660,CATMA_43FE2239-0C40-4908-90FA-965D778D6EF0_0,CATMA_33AE30F6-577F-4A12-8756-8A2F2E036B01,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Lucie,1,59142,59147,LSch,FEMALE
661,CATMA_DC6FF740-6D41-43A6-BB99-EE6B6DA98CF3,CATMA_5B8824A6-8595-463B-8F2F-5D757D2D150A,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,negativ,negativ,Emotionen des Leids,Mitleid,Sie ,1,59038,59042,LSch,MALE
662,CATMA_47F3BDDA-7194-4C79-A309-20F70B78DEED_0,CATMA_5B8824A6-8595-463B-8F2F-5D757D2D150A,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,Lucie,1,59142,59147,LSch,FEMALE
663,CATMA_4627DEE0-EC61-40B4-BF04-67ACAF6D4569_0,CATMA_86CD3B32-8D98-49C2-8F3E-BA404B025B36,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie ,1,59308,59312,LSch,FEMALE
664,CATMA_AE6A3A0F-7CE5-4291-B409-5DE9763FA633_0,CATMA_86CD3B32-8D98-49C2-8F3E-BA404B025B36,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Karln,1,59334,59339,LSch,MALE
665,CATMA_D07F8D41-B5AA-4A45-83C8-037963821154,CATMA_86CD3B32-8D98-49C2-8F3E-BA404B025B36,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich ,1,59361,59365,LSch,FEMALE
666,CATMA_E090C257-0AAC-4733-89FE-070927CF4A8F,CATMA_C958485E-9EA9-49C8-9773-4604F7AC76BE,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,ich ,1,59459,59463,LSch,FEMALE
667,CATMA_992F1145-BF23-4807-B13D-78A08D6D966A_0,CATMA_C958485E-9EA9-49C8-9773-4604F7AC76BE,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,sie,1,59463,59466,LSch,FEMALE
668,CATMA_98BE44A8-E566-45A3-8F52-E705EB39701F_0,CATMA_3AF5AAE4-C449-4D30-98F1-CA8F20627DEA,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,Sie ,1,59530,59534,LSch,FEMALE
669,CATMA_26742306-58AA-4075-B8B8-7D118888CCA0,CATMA_3AF5AAE4-C449-4D30-98F1-CA8F20627DEA,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Karls Herz erhalten,3,59548,59567,LSch,Nicht-Charakter
670,CATMA_3AF5AAE4-C449-4D30-98F1-CA8F20627DEA,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,amalie,single,positiv,positiv,Emotionen der Freude,Freude,"Sie soll, sie muß Karls Herz erhalten,
              glücklich zu sein.
",13,59530,59602,LSch,FEMALE
671,CATMA_F356C691-2DEF-447C-9297-F0AF76E2C4A5,CATMA_85E695CE-F257-4669-BD12-FCF6FB26C138,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sie ,1,59622,59626,LSch,FEMALE
672,CATMA_B71AEFFF-5265-477E-97B9-8001C715604A,CATMA_85E695CE-F257-4669-BD12-FCF6FB26C138,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Karl,1,59626,59630,LSch,MALE
673,CATMA_85E695CE-F257-4669-BD12-FCF6FB26C138,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Und liebet sie Karl?,5,59611,59631,LSch,MALE
674,CATMA_8C6AFFCF-8023-4B31-8008-D1F650011952,CATMA_A524429B-1C49-4D9F-AE25-D6021533EE04,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ich ,1,59774,59778,LSch,FEMALE
675,CATMA_4122D7F2-24F3-4FE0-9513-8B21EA2E8DCB_0,CATMA_A524429B-1C49-4D9F-AE25-D6021533EE04,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,er ,1,59785,59788,LSch,MALE
676,CATMA_0FB30F56-CF5F-47AA-AE8F-41BDA2361544,CATMA_A524429B-1C49-4D9F-AE25-D6021533EE04,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sie ,1,59801,59805,LSch,FEMALE
677,CATMA_31CE80DD-F956-4B22-AC60-962497D27601,CATMA_DC53DB38-C63D-4929-8C50-1D1AAD44FF63,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Er ,1,60062,60065,LSch,MALE
678,CATMA_3B748F63-F3FF-4005-A8D1-FADB425E6137,CATMA_DC53DB38-C63D-4929-8C50-1D1AAD44FF63,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sie ,1,60072,60076,LSch,FEMALE
679,CATMA_DC53DB38-C63D-4929-8C50-1D1AAD44FF63,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Er liebet sie also nicht?,6,60062,60087,LSch,MALE
680,CATMA_674B28D2-35B6-48A9-8F05-50C025FB4ECB,CATMA_8FE4E04C-42F3-46ED-8350-9924F6645F99,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,meine Tochter,2,60167,60180,LSch,FEMALE
681,CATMA_8441B9A3-929F-496E-9793-67DA83293660,CATMA_8FE4E04C-42F3-46ED-8350-9924F6645F99,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Karln,1,60192,60197,LSch,MALE
682,CATMA_8FE4E04C-42F3-46ED-8350-9924F6645F99,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Folge deiner
              Neigung, meine Tochter, und liebe Karln.",11,60131,60198,LSch,MALE
683,CATMA_298DFA9E-9256-4FFD-ADA0-E18E9F10A53F_0,CATMA_2EA6E916-DC3D-47F2-91DC-A40A1DE62115,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,Lucie ,1,60493,60499,LSch,FEMALE
684,CATMA_4C003AF3-31A3-46A7-82E5-0315B76DC737_0,CATMA_2EA6E916-DC3D-47F2-91DC-A40A1DE62115,Explizites_Target:_Charakter,target,Charakter,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,Amalie,1,60528,60534,LSch,FEMALE
685,CATMA_4E079932-29CC-4D31-A9ED-F1A6164A5313_0,CATMA_2EA6E916-DC3D-47F2-91DC-A40A1DE62115,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,Amalie,1,60528,60534,LSch,FEMALE
686,CATMA_938A729F-9189-41D5-8735-69C4200D549C,CATMA_2EA6E916-DC3D-47F2-91DC-A40A1DE62115,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen des Leids,Leid,Southwells Liebe,2,60604,60620,LSch,Nicht-Charakter
687,CATMA_7BB620E1-A515-46DF-999F-5520DBF11445_0,CATMA_2EA6E916-DC3D-47F2-91DC-A40A1DE62115,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,60634,60638,LSch,FEMALE
688,CATMA_298DFA9E-9256-4FFD-ADA0-E18E9F10A53F_1,CATMA_7C9EA447-64BB-4540-9C19-D978F0E0B612,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,Lucien ,1,60649,60656,LSch,FEMALE
689,CATMA_4C003AF3-31A3-46A7-82E5-0315B76DC737_1,CATMA_7C9EA447-64BB-4540-9C19-D978F0E0B612,Explizites_Target:_Charakter,target,Charakter,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,60634,60638,LSch,FEMALE
690,CATMA_4E079932-29CC-4D31-A9ED-F1A6164A5313_1,CATMA_7C9EA447-64BB-4540-9C19-D978F0E0B612,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,60634,60638,LSch,FEMALE
691,CATMA_938A729F-9189-41D5-8735-69C4200D549C,CATMA_7C9EA447-64BB-4540-9C19-D978F0E0B612,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen des Leids,Leid,Southwells Liebe,2,60604,60620,LSch,Nicht-Charakter
692,CATMA_7BB620E1-A515-46DF-999F-5520DBF11445_0,CATMA_7C9EA447-64BB-4540-9C19-D978F0E0B612,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,60634,60638,LSch,FEMALE
693,CATMA_D331A810-EB38-4122-92A3-8678AB0BC2C7_0,CATMA_9021C904-23BA-46DD-B8F8-8E1D9A3DFCDA,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,negativ,negativ,Emotionen des Leids,Mitleid,Sie,1,60709,60712,LSch,MALE
694,CATMA_E65CC95F-EA47-4D3E-AEA1-D4DAB7640A56,CATMA_9021C904-23BA-46DD-B8F8-8E1D9A3DFCDA,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen des Leids,Mitleid,jedermann,1,60931,60940,LSch,UNKNOWN
695,CATMA_9021C904-23BA-46DD-B8F8-8E1D9A3DFCDA,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,amalie,single,negativ,negativ,Emotionen des Leids,Mitleid,"Können Sie, der Sie nie die Zähre eines Unglücklichen
              sahen, ohne diese Zähre  in Segen für eine Wohltat zu verwandeln, gegen
              Lucien allein es vergessen? Nimmermehr. Das Herz des Sir Roberts muß gegen jedermann
              Mitleiden empfinden.
",42,60702,60976,LSch,FEMALE
696,CATMA_D2236207-87D0-4BDD-845F-BEC77AB3DF73_0,CATMA_92376E17-B27C-4171-9247-DE8AB57E8E78,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,Sie ,1,61150,61154,LSch,MALE
697,CATMA_92376E17-B27C-4171-9247-DE8AB57E8E78,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,"Sie sind sein Freund, und was für Gewalt hat ein redlicher Freund über das Herz
              seines ebenso redlichen Freundes.",21,61150,61277,LSch,FEMALE
698,CATMA_92376E17-B27C-4171-9247-DE8AB57E8E78,,Gemeintes_Target:_Charakter,target,Charakter,implicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,"Sie sind sein Freund, und was für Gewalt hat ein redlicher Freund über das Herz
              seines ebenso redlichen Freundes.",21,61150,61277,LSch,MALE
699,CATMA_66DD1B11-AA9F-41A9-A87D-27BA1B99295D,CATMA_B80647AE-B799-4D43-B1DF-655D145DBA00,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,amalie,single,negativ,negativ,Emotionen des Leids,Leid,ich ,1,61466,61470,LSch,FEMALE
700,CATMA_6E9A25A4-DBD1-4B64-9424-0A512F62D117,CATMA_B80647AE-B799-4D43-B1DF-655D145DBA00,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen des Leids,Leid,dem Unglücke,2,61494,61506,LSch,Nicht-Charakter
701,CATMA_6D722AFC-F13C-4E43-9D80-40D65DBD1339,CATMA_B80647AE-B799-4D43-B1DF-655D145DBA00,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,der armen Lucie,3,61521,61536,LSch,FEMALE
702,CATMA_9AF4443C-8B51-48E3-98BE-A0C91DA4DFE2,CATMA_5781E4AF-881D-4A22-A782-E615766CA147,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,Ich ,1,61564,61568,LSch,MALE
703,CATMA_4F3D424C-606C-45E8-AE89-011995C40E0A,CATMA_5781E4AF-881D-4A22-A782-E615766CA147,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,meinen Freund,2,61574,61587,LSch,MALE
704,CATMA_B4B03E64-D23D-44FB-BFD6-04A775C015FC,CATMA_0977BA75-C6AC-43DC-9883-1EC8D30288FE,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,robert,single,positiv,positiv,Emotionen der Freude,Freude,Ich ,1,61564,61568,LSch,MALE
705,CATMA_4E1AD6C8-CFDE-467D-A117-7708AF640A52,CATMA_0977BA75-C6AC-43DC-9883-1EC8D30288FE,Explizite_Source:_Experiencer,source,Experiencer,explicit,amalie,single,positiv,positiv,Emotionen der Freude,Freude,Amaliens ,1,61606,61615,LSch,FEMALE
706,CATMA_43A492E8-B801-4D22-B7A4-1D51D5014A45,CATMA_D6994054-F1DB-4241-B6BB-713C4F080557,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,deiner Freundin,2,61665,61680,LSch,FEMALE
707,CATMA_D6994054-F1DB-4241-B6BB-713C4F080557,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Geh
              zu deiner Freundin und bekämpfe ihre Leidenschaft durch die Lehren, die dir deine
              Tugend eingeben wird",18,61644,61778,LSch,MALE
708,CATMA_A34A4648-1C11-442E-88ED-AE08EAB4DACA_0,CATMA_CBAF5CC6-9902-4759-92A0-08630DE9355B,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,Luciens Leidenschaft,2,61789,61809,LSch,FEMALE
709,CATMA_CBAF5CC6-9902-4759-92A0-08630DE9355B,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,amalie,single,negativ,negativ,Emotionen des Leids,Mitleid,"Luciens Leidenschaft verlangt keinen Kampf, sie verlangt Mitleiden",9,61789,61855,LSch,FEMALE
710,CATMA_AC39BBC9-C9E1-4219-A16A-7050BF3ABBD4,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,amalie,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,Edelmütige Freundschaft!,3,61896,61920,LSch,FEMALE
711,CATMA_AC39BBC9-C9E1-4219-A16A-7050BF3ABBD4,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,Edelmütige Freundschaft!,3,61896,61920,LSch,MALE
712,CATMA_AC39BBC9-C9E1-4219-A16A-7050BF3ABBD4,,Gemeintes_Target:_Charakter,target,Charakter,implicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,Edelmütige Freundschaft!,3,61896,61920,LSch,FEMALE
713,CATMA_2AAED10F-C205-4746-80E0-E04CADB929CF,CATMA_928D150F-8D72-43C5-82C0-70D1B12F74F3,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,positiv,positiv,Emotionen der Freude,Freude,Roberten,1,61950,61958,LSch,MALE
714,CATMA_ACD93285-91A9-4E51-969A-D8DBDD753035,CATMA_928D150F-8D72-43C5-82C0-70D1B12F74F3,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,Vater zu sein,3,61960,61973,LSch,Nicht-Charakter
715,CATMA_C6802794-34E6-4D2C-ADB2-213AC2626C95,CATMA_7983C1C6-828F-4D12-85D2-1BCC03C77C35,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,dich ,1,62102,62107,LSch,MALE
716,CATMA_4D46C38E-A78E-4273-97D7-E5C455178089,CATMA_7983C1C6-828F-4D12-85D2-1BCC03C77C35,Explizites_Target:_Charakter,target,Charakter,explicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,deinem suchenden Freunde,3,62107,62131,LSch,MALE
717,CATMA_7983C1C6-828F-4D12-85D2-1BCC03C77C35,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,Welches glückliche Schicksal führt dich deinem suchenden Freunde entgegen?,10,62067,62141,LSch,MALE
718,CATMA_792431F1-D634-4B8B-9F5A-F2308EEE7812,CATMA_3674215D-B2C6-4C77-A631-BA75F32C47A0,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Leid,mein Freund,2,62219,62230,LSch,MALE
719,CATMA_3674215D-B2C6-4C77-A631-BA75F32C47A0,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,negativ,negativ,Emotionen des Leids,Leid,"Immer noch
              betrübt? Vergiß deiner Betrübnis und sei glücklich, mein Freund!
",14,62142,62232,LSch,MALE
720,CATMA_178896F4-D9F9-4F05-A8BB-375D8D4FDDBF,CATMA_AF8DAC60-4F36-486D-AD76-4A9749E475F5,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Freude,Freude,mein Freund,2,62219,62230,LSch,MALE
721,CATMA_AF8DAC60-4F36-486D-AD76-4A9749E475F5,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,robert,single,positiv,positiv,Emotionen der Freude,Freude,"Vergiß deiner Betrübnis und sei glücklich, mein Freund!",10,62176,62231,LSch,MALE
722,CATMA_F1A1EF5F-D60F-44D4-8EA1-794C6639402E,CATMA_A054E10E-2FCE-446E-A5A2-CA6DDE47D9F9,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Ich glücklich? Verdien' ich es zu sein?,10,62243,62282,LSch,Nicht-Charakter
723,CATMA_B9E28954-F9C8-496D-8986-D400D0F5F6FA_0,CATMA_A054E10E-2FCE-446E-A5A2-CA6DDE47D9F9,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Ich ,1,62243,62247,LSch,MALE
724,CATMA_8551439F-36F4-4297-A47D-2C6DFC819623_0,CATMA_AD3E3B8C-EC48-4616-A5D7-04C328B19DCD_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,ein glücklicher Strahl,3,62362,62384,LSch,Nicht-Charakter
725,CATMA_8551439F-36F4-4297-A47D-2C6DFC819623_1,CATMA_AD3E3B8C-EC48-4616-A5D7-04C328B19DCD_1,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,"Dein Sohn ist für meine
              Amalie allein zärtlich",8,62515,62575,LSch,Nicht-Charakter
726,CATMA_5A264EC5-4F3D-4815-97D2-F591FB28222C_0,CATMA_AD3E3B8C-EC48-4616-A5D7-04C328B19DCD_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Freude,Freude,dich ,1,62587,62592,LSch,MALE
727,CATMA_189142E5-764E-4BD7-B63D-13EF2D621049,CATMA_AD3E3B8C-EC48-4616-A5D7-04C328B19DCD_1,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,robert,single,positiv,positiv,Emotionen der Freude,Freude,mir,1,62596,62599,LSch,MALE
